real_name,obs_e:221457.0_n:8184523.0_x:221457_y:8184523,obs_e:223413.0_n:8178296.0_x:223413_y:8178296,obs_e:228433.0_n:8192778.0_x:228433_y:8192778,obs_e:229788.0_n:8193427.0_x:229788_y:8193427,obs_e:231595.0_n:8198480.0_x:231595_y:8198480,obs_e:231694.0_n:8197619.0_x:231694_y:8197619,obs_e:233194.0_n:8190440.0_x:233194_y:8190440,obs_e:233837.0_n:8195775.0_x:233837_y:8195775,obs_e:233908.0_n:8189011.0_x:233908_y:8189011,obs_e:234195.0_n:8198194.0_x:234195_y:8198194,obs_e:235327.0_n:8184950.0_x:235327_y:8184950,obs_e:235614.0_n:8190354.0_x:235614_y:8190354,obs_e:235682.0_n:8187652.0_x:235682_y:8187652,obs_e:236163.0_n:8190958.0_x:236163_y:8190958,obs_e:236538.0_n:8191417.0_x:236538_y:8191417,obs_e:236616.0_n:8177416.0_x:236616_y:8177416,obs_e:236686.0_n:8192411.0_x:236686_y:8192411,obs_e:237006.0_n:8202926.0_x:237006_y:8202926,obs_e:237454.0_n:8185525.0_x:237454_y:8185525,obs_e:237496.0_n:8190167.0_x:237496_y:8190167,obs_e:238665.0_n:8188244.0_x:238665_y:8188244,obs_e:238954.0_n:8189678.0_x:238954_y:8189678,obs_e:239587.0_n:8185586.0_x:239587_y:8185586,obs_e:239760.0_n:8190677.0_x:239760_y:8190677,obs_e:240931.0_n:8186974.0_x:240931_y:8186974,obs_e:241878.0_n:8190407.0_x:241878_y:8190407,obs_e:244750.0_n:8189532.0_x:244750_y:8189532,obs_e:244814.0_n:8189459.0_x:244814_y:8189459,obs_e:245486.0_n:8201343.0_x:245486_y:8201343,obs_e:247863.0_n:8185501.0_x:247863_y:8185501
47,0.613436,0.143382,8.6653,11.7978,17.0715,18.1054,12.0599,23.653,9.25061,23.3845,2.7231,13.8527,6.85111,15.921,17.4631,0.094649,20.5947,13.08,3.2199,13.3921,7.58023,11.0652,2.75954,13.0675,3.8529,9.15298,3.67451,3.53118,4.80671,0.285901
48,0.007683,0.019462,0.415554,0.817654,0.525724,0.762296,4.95264,3.20805,6.2922,1.8789,7.06745,9.41212,9.34816,10.226,10.6624,2.2245,10.2613,0.553174,10.9964,12.7173,14.3818,14.7131,13.7937,15.1091,15.9127,16.2777,16.3217,16.3097,2.40473,11.7537
49,0.010435,0.025114,0.456153,0.837051,0.53555,0.749349,4.235,2.68819,5.30216,1.60793,6.01701,7.48372,7.61272,8.01891,8.29731,2.00358,7.94568,0.488251,8.9234,9.84142,11.1473,11.2985,10.9258,11.5486,12.3201,12.4288,12.4765,12.4698,1.8047,9.48803
50,0.378772,0.091796,8.51983,12.1928,18.807,20.0304,13.7897,28.1241,10.7684,28.0984,3.36022,16.9343,8.3638,19.8234,22.0424,0.134768,26.3288,16.5957,4.17291,17.1666,9.92532,14.635,3.77272,17.7226,5.35348,12.9149,5.49505,5.29141,7.2806,0.525586
51,1.04024,0.213484,13.3754,16.7152,21.4771,22.5041,14.5505,25.6369,11.1308,24.9721,3.57843,14.545,7.84527,15.9754,16.997,0.16391,19.5282,12.9839,3.73972,12.7912,7.33053,10.0139,2.94006,11.0858,3.63531,7.23618,2.82057,2.71746,3.40816,0.282387
52,2.22044,0.8639,9.2987,10.9001,13.3024,13.8028,10.085,15.8199,8.30488,15.5954,3.67754,10.4212,6.50041,11.335,12.0028,0.502789,13.4813,9.75046,3.81503,9.73637,6.4045,8.2343,3.24205,9.09464,3.85063,6.73021,3.34621,3.25305,3.95152,0.620767
53,2.06993,0.804728,10.3359,12.4985,15.875,16.5118,12.3164,19.7069,10.2319,19.5582,4.53048,13.3343,8.23779,14.6691,15.6484,0.573337,17.6343,12.8276,4.92442,12.8911,8.61181,11.1817,4.35358,12.547,5.35321,9.63931,5.02407,4.88776,6.05084,0.933969
54,0.388757,0.063651,9.54039,12.9762,18.4572,19.5771,12.4134,24.5857,9.27432,24.1027,2.50176,13.5578,6.52495,15.4495,16.8433,0.061699,19.898,12.3891,2.85693,12.5107,6.75231,9.91122,2.3176,11.5385,3.17056,7.57786,2.74148,2.62657,3.57804,0.179639
55,0.002688,0.009941,0.293374,0.638365,0.390585,0.589231,4.33332,2.70613,5.48903,1.52092,6.11334,7.84171,7.90464,8.37135,8.63453,1.72006,8.30672,0.377694,9.09642,9.98765,11.016,11.0827,10.8243,11.1973,11.8062,11.7118,11.7954,11.7963,1.83795,9.60201
56,0.005919,0.01405,0.297074,0.590812,0.362899,0.53669,4.1773,2.56453,5.51147,1.41606,6.36067,9.00665,8.84388,10.066,10.683,1.85405,10.2626,0.373791,10.8133,13.4067,15.668,16.47,14.5594,17.4165,18.0234,19.578,19.3719,19.3255,1.90113,11.7952
57,0.417794,0.07437,9.31486,12.613,17.8549,18.9207,12.1589,23.7103,9.16718,23.2408,2.59329,13.256,6.53067,15.0418,16.351,0.075884,19.2305,12.075,2.95138,12.2272,6.72938,9.72291,2.41371,11.2169,3.24582,7.40353,2.76858,2.65808,3.50041,0.210712
58,1.27281,0.314804,13.8953,17.3667,19.0453,20.6664,17.272,25.7588,13.8287,23.0473,4.87397,17.6805,10.2199,19.1503,20.1394,0.230401,22.4358,10.0404,5.11293,15.8264,9.58445,12.6509,4.03254,13.662,4.88458,9.03106,3.55037,3.42315,2.8438,0.346417
59,0.003307,0.011869,0.17937,0.398089,0.272547,0.408312,3.2143,2.13389,4.20521,1.17144,4.36726,7.51014,6.88022,8.59858,9.26416,0.993748,9.03843,0.296674,8.14743,11.5873,13.2162,14.3826,11.4533,15.5924,15.0377,17.6203,17.1406,17.0725,1.59894,9.01731
60,0.007375,0.019669,0.235309,0.4509,0.241057,0.363207,3.57258,1.88013,4.9777,0.95299,6.40493,8.39398,8.6543,9.48438,10.1335,2.17113,9.54364,0.215498,11.3801,13.6316,16.9867,17.9161,16.135,19.3066,20.6891,22.9224,22.4687,22.3882,1.2122,12.5113
61,0.013995,0.027325,0.447423,0.836051,0.484206,0.7111,5.53191,3.29299,7.26771,1.7566,7.99526,12.1817,11.6228,13.7962,14.7778,2.04456,14.2163,0.411677,13.7259,18.8088,21.6477,23.5998,18.5399,25.6242,24.0972,28.8115,25.6423,25.4498,1.73581,11.1861
62,0.020513,0.040701,0.711443,1.25903,0.882686,1.1978,5.63118,3.91403,6.8743,2.50995,7.50911,9.66274,9.59627,10.3671,10.7421,2.60739,10.3886,0.907915,11.0056,12.5137,13.9405,14.2352,13.4308,14.5931,15.2733,15.6368,15.6626,15.6507,3.03069,11.6925
63,0.497032,0.095196,10.6161,14.5056,21.0221,22.2988,14.1154,28.5575,10.5871,28.1661,2.95435,15.6511,7.53342,17.9504,19.6761,0.090275,23.4294,14.6591,3.38174,14.6058,7.90226,11.6412,2.78003,13.6801,3.78679,9.05098,3.33512,3.19863,4.37774,0.24937
64,0.002606,0.013759,0.167345,0.398162,0.261717,0.411061,3.5446,2.3891,4.59962,1.32664,4.994,7.52749,7.16106,8.31798,8.74658,1.60397,8.50304,0.335623,8.36789,10.3407,11.4948,11.842,10.7297,12.1409,12.5441,12.8729,12.9255,12.919,2.00095,9.03165
65,0.9313,0.21419,11.6278,14.7263,19.2029,20.1506,13.434,23.5696,10.4203,23.0105,3.4825,13.8354,7.5553,15.269,16.2983,0.173791,18.7069,12.4182,3.73099,12.4705,7.32045,9.97245,3.02059,11.1169,3.77428,7.48362,3.06019,2.95248,3.67758,0.332493
66,0.252714,0.073495,6.48139,9.62103,15.6133,16.6315,12.5437,25.0742,10.2802,25.4448,3.70548,16.8776,8.78116,20.0141,22.4538,0.197657,26.6687,17.5883,4.97266,18.5368,11.7102,17.0074,4.96659,21.0292,7.27553,17.1349,8.75406,8.47626,11.7061,1.1447
67,0.005042,0.01736,0.235692,0.474962,0.234907,0.367044,3.95018,1.99219,5.46143,0.994045,7.26582,8.30065,8.97897,9.00948,9.36639,2.92806,8.72275,0.206078,11.599,11.9908,14.6105,14.5445,14.9681,14.7655,17.0437,16.3784,16.6692,16.6744,1.19058,12.5123
68,1.42712,0.285729,10.1264,12.3447,15.8177,16.6537,10.2509,19.4064,7.57332,18.8875,2.08394,10.3942,5.09151,11.6723,12.6163,0.079007,14.8402,9.27695,2.16761,9.22303,4.87917,7.12886,1.65769,8.21736,2.19574,5.24736,1.8096,1.73074,2.36652,0.10843
69,3.94406,2.6233,9.80863,11.3322,8.21152,9.52655,15.4398,14.3084,14.5936,10.7292,8.86255,16.6738,13.0561,17.2375,17.5227,1.70712,17.8798,3.70545,8.99113,16.0443,12.4617,14.2024,7.57632,14.3078,8.1336,10.7176,5.46097,5.32985,1.76824,1.11205
70,0.010496,0.035078,0.255996,0.468363,0.21331,0.322844,3.59834,1.55161,5.16041,0.734214,7.39821,7.88433,9.0423,8.56324,8.89029,3.01203,7.99845,0.145743,12.5154,12.3639,16.4353,16.2422,17.2877,16.6424,20.7065,19.797,20.1682,20.1627,0.706,13.6783
71,0.00336,0.012723,0.29458,0.652316,0.393168,0.60586,4.8902,3.03622,6.28418,1.69387,7.20708,9.15096,9.26592,9.7947,10.1078,2.36286,9.6903,0.424368,10.8371,11.7985,13.1534,13.1758,13.008,13.2673,14.2085,13.9237,14.0707,14.0756,2.16008,11.4825
72,0.003334,0.011408,0.167892,0.354031,0.183432,0.289907,3.38986,1.77283,4.76854,0.864736,6.09448,8.15963,8.35472,9.2015,9.80439,1.95819,9.24985,0.174454,10.9014,12.9679,15.9137,16.5795,15.2218,17.5339,19.0021,20.179,20.0684,20.0245,1.17488,11.9589
73,0.972116,0.248366,11.7517,15.0097,19.8858,20.8797,14.2011,25.0319,11.1405,24.5498,3.89284,14.9893,8.26579,16.6349,17.8331,0.231068,20.5247,13.6876,4.22675,13.7865,8.22637,11.2001,3.5002,12.5898,4.38327,8.66081,3.67103,3.54641,4.43161,0.447534
74,0.635851,0.146967,10.8705,14.5373,20.5073,21.6638,14.6464,27.6633,11.4084,27.3289,3.75175,16.3659,8.54994,18.5803,20.2357,0.184722,23.7203,15.3595,4.27597,15.5791,9.06967,12.8192,3.63855,14.8729,4.78533,10.3519,4.29762,4.14336,5.40003,0.46209
75,1.37703,0.421749,11.9231,15.0507,19.9208,20.8512,14.4966,25.0844,11.5576,24.7756,4.31154,15.5118,8.79982,17.2094,18.4502,0.324881,21.1416,14.6394,4.70956,14.5303,8.95303,12.0558,3.99371,13.5813,5.00053,9.67791,4.37416,4.23449,5.36365,0.603054
76,0.760175,0.20245,10.5834,13.9368,19.2342,20.2357,14.2239,25.4087,11.3354,25.1283,4.06876,15.8541,8.75129,17.8073,19.244,0.241145,22.2008,14.9718,4.64633,15.2178,9.3326,12.7877,4.04161,14.6317,5.23469,10.5835,4.80247,4.64608,5.9125,0.617425
77,0.003975,0.009896,0.23176,0.481167,0.289786,0.438305,3.86599,2.31221,5.1941,1.22826,6.0115,8.85492,8.62767,10.0053,10.6869,1.62417,10.2569,0.295114,10.6651,13.6447,16.0859,17.0682,14.7191,18.217,18.6582,20.702,20.3534,20.2924,1.65256,11.6463
78,0.666965,0.123919,11.6464,15.1746,20.4746,21.6003,13.7852,25.8553,10.3936,25.2244,3.04247,14.3591,7.2839,16.0706,17.3156,0.102775,20.2105,12.8588,3.3088,12.89,7.12216,10.1079,2.62942,11.4805,3.41131,7.46397,2.77174,2.66227,3.44688,0.223921
79,0.013346,0.043634,0.29126,0.543995,0.197917,0.324148,4.87148,1.92629,6.99922,0.802359,9.50687,10.682,11.9196,11.5724,11.9809,3.37991,10.7931,0.100395,15.3144,16.1645,20.2388,20.1908,19.6423,20.3177,22.8476,22.018,19.0076,18.9025,0.428068,8.95251
80,0.006771,0.029116,0.158706,0.280271,0.101163,0.158612,2.24208,0.786945,3.32227,0.339292,5.43018,4.56826,5.80006,4.77936,4.83613,3.00117,4.20532,0.054214,8.36423,6.80769,9.37692,8.74343,10.8855,8.54933,11.8831,9.97136,10.5057,10.5354,0.271959,9.0617
81,0.905793,0.203712,9.37692,12.2699,16.9837,17.9801,11.4488,22.4595,8.58536,22.0332,2.40547,12.4316,6.04342,14.1707,15.4661,0.084119,18.2994,11.3955,2.68375,11.5086,6.23463,9.15578,2.17257,10.7098,2.95777,7.09548,2.60284,2.4947,3.38224,0.178812
82,0.020735,0.042326,0.507963,0.888758,0.533764,0.75124,4.94168,2.90487,6.47259,1.65996,7.90543,9.8063,10.1236,10.757,11.2909,2.97695,10.6991,0.485336,12.6326,14.3187,17.1709,17.7075,16.6774,18.5735,20.1262,21.1738,21.0574,21.0149,1.96935,13.6454
83,0.010585,0.035148,0.330918,0.634373,0.34333,0.513835,4.33574,2.37469,5.79141,1.27224,7.41247,8.529,9.08491,9.20541,9.54809,3.23479,8.97279,0.311845,11.4329,11.9179,14.2198,14.2032,14.4736,14.4353,16.3574,15.8733,16.1089,16.1111,1.51835,12.2715
84,0.764576,0.227941,10.7882,14.226,17.1997,18.5876,16.7098,25.1914,14.0984,23.2857,5.85456,19.2326,11.6748,21.268,22.6939,0.400282,25.2766,12.6778,6.8075,19.032,12.7489,16.6351,6.11312,18.542,7.74982,14.0745,6.98181,6.77951,6.05697,1.04141
85,0.00932,0.025829,0.250325,0.466281,0.227437,0.345499,3.67433,1.76388,5.20025,0.867628,7.20706,8.28759,9.05158,9.17084,9.65676,2.9668,8.92123,0.184877,12.2742,13.1104,16.8042,17.0864,17.0085,17.8945,20.7639,21.0908,21.1454,21.112,1.00825,13.4742
86,0.008739,0.02077,0.313757,0.596911,0.336452,0.498555,4.22123,2.36563,5.69905,1.26021,7.05764,9.15244,9.37305,10.1794,10.7674,2.40877,10.1936,0.314187,11.9058,13.9135,16.8353,17.4908,16.1607,18.4564,19.8961,21.1591,20.9938,20.9464,1.59134,12.9653
87,1.52584,0.364269,11.9424,14.4557,17.9841,18.8205,11.8809,20.8557,8.98188,20.2152,2.82734,11.4895,6.15503,12.5539,13.314,0.140941,15.3121,10.0587,2.84808,9.8629,5.52528,7.56461,2.1666,8.32321,2.63871,5.27016,1.95452,1.88031,2.35377,0.181966
88,0.610601,0.093364,12.0051,15.605,20.9385,22.1199,13.4556,25.962,9.86828,25.1957,2.58651,13.6451,6.60255,15.2781,16.4609,0.06352,19.3394,11.962,2.76377,11.9119,6.24216,9.05515,2.10648,10.2863,2.75913,6.36858,2.13405,2.04148,2.68076,0.131002
89,0.006332,0.013268,0.366712,0.730522,0.489815,0.707931,4.65431,3.09174,5.95347,1.80358,6.48378,9.50385,9.13377,10.5483,11.1507,1.73757,10.8062,0.527717,10.7574,13.5521,15.384,16.1659,14.1248,16.9941,17.2418,18.7082,18.5111,18.4709,2.41444,11.6128
90,1.54611,0.639948,11.203,14.3575,12.71,14.6801,19.214,22.6964,16.8185,17.8821,7.28025,21.6885,13.9783,23.3641,24.4178,0.496314,26.1773,6.15681,7.96116,20.8784,14.0912,17.7896,6.61924,18.8959,7.9223,13.292,5.63286,5.44702,2.41168,0.612049
91,0.013161,0.040392,0.421156,0.77056,0.417474,0.610912,4.54291,2.49733,5.94488,1.38485,7.61059,8.15706,8.86684,8.63111,8.84598,3.564,8.28625,0.360548,10.9376,10.7953,12.7209,12.509,13.2247,12.527,14.3657,13.5505,13.8352,13.8474,1.53973,11.5996
92,0.034066,0.069564,0.570358,0.936924,0.532744,0.737225,4.76058,2.60121,6.28239,1.47087,8.05107,9.10565,9.81765,9.84939,10.2398,3.45994,9.53704,0.428852,12.5328,13.2235,16.3254,16.5071,16.4452,17.1093,19.5042,19.7146,19.7403,19.7139,1.53221,13.4552
93,0.662352,0.130802,11.1074,14.501,19.6722,20.7111,13.4864,24.8802,10.297,24.3945,3.134,14.2293,7.37059,15.9105,17.1295,0.112694,19.8877,13.0481,3.4566,12.9582,7.35514,10.3372,2.80707,11.7404,3.65701,7.85935,3.08047,2.96387,3.86053,0.270144
94,0.002936,0.010405,0.225451,0.487844,0.260929,0.411692,4.22898,2.32244,5.7161,1.19575,7.09448,8.72926,9.09845,9.46995,9.84406,2.43621,9.29725,0.25541,11.2395,12.1381,14.1892,14.2233,14.149,14.4129,15.9461,15.5744,15.7888,15.7926,1.53097,12.0378
95,0.00525,0.010804,0.392638,0.803827,0.567002,0.81786,5.02245,3.51942,6.31129,2.11327,6.62921,9.94604,9.42419,10.9788,11.5645,1.65483,11.2758,0.647864,10.8331,13.7048,15.2248,15.932,13.9364,16.6056,16.7188,17.9197,17.7921,17.7623,2.87921,11.6438
96,0.129901,0.354227,0.522275,0.751299,0.401424,0.541057,3.2305,1.70318,4.28588,0.994709,6.24465,5.72835,6.57797,6.08838,6.27156,5.4989,5.81124,0.318264,8.7716,8.08573,10.1718,10.0174,11.0571,10.2487,12.3404,11.7807,11.9372,11.9337,1.06364,9.39123
97,1.03636,0.262029,9.68012,12.3641,16.5097,17.364,11.5956,20.9778,8.97122,20.5894,2.88223,12.3791,6.55119,13.8511,14.9237,0.135369,17.2706,11.3705,3.17901,11.4662,6.66605,9.31244,2.62548,10.6167,3.42895,7.30901,2.99326,2.88353,3.72363,0.28073
98,0.990848,0.246423,11.1123,14.3935,19.552,20.6276,13.4931,25.2925,10.328,24.7919,3.241,14.4057,7.44234,16.2078,17.5392,0.155494,20.5186,13.1184,3.54811,13.232,7.4817,10.5774,2.89154,12.112,3.74227,8.08657,3.14864,3.02981,3.9214,0.297823
99,0.00875,0.020246,0.480172,0.92402,0.615015,0.874508,5.05068,3.37392,6.29513,2.05018,6.94935,9.07775,9.02885,9.76584,10.1249,2.21208,9.76465,0.647985,10.4252,11.8492,13.221,13.449,12.7493,13.7232,14.4265,14.6174,14.6743,14.6676,2.56077,11.0679
